length_url,length_hostname,length_path,length_query,length_fragment,num_dots,num_hyphens,num_underscores,num_slashes,num_equals,num_at,num_and,num_exclamation,num_space,num_tilde,has_https,has_port,has_fragment,has_query,has_digits,num_digits,num_letters,num_parameters,num_fragments,num_subdirectories,digits_ratio,letters_ratio,special_chars_ratio,directory_length_mean,suspicious_tld,label
31,10,14,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,23,0,0,1,0.06451612903225806,0.7419354838709677,0.1935483870967742,13.0,0,phishing
25,16,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0.0,0.76,0.24,,0,legitimate
51,23,7,13,0,3,0,0,4,1,0,0,0,0,0,0,0,0,1,1,1,40,1,0,1,0.0196078431372549,0.7843137254901961,0.19607843137254902,5.0,0,phishing
31,22,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0.0,0.8064516129032258,0.1935483870967742,,0,legitimate
50,21,22,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,39,0,0,3,0.06,0.78,0.16,6.333333333333333,0,phishing
34,23,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0.0,0.7941176470588235,0.20588235294117646,2.0,0,phishing
27,19,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,17,0,0,0,0.14814814814814814,0.6296296296296297,0.2222222222222222,,0,legitimate
63,14,42,0,0,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,4,0.0,0.7936507936507936,0.20634920634920634,9.25,0,legitimate
66,16,42,0,0,2,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,2,0.0,0.8333333333333334,0.16666666666666666,20.0,0,legitimate
40,11,22,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,28,0,0,3,0.1,0.7,0.2,6.333333333333333,0,phishing
48,16,25,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.8125,0.1875,11.5,0,legitimate
126,50,19,49,0,4,1,2,4,3,0,2,0,0,0,0,0,0,1,1,12,96,3,0,2,0.09523809523809523,0.7619047619047619,0.14285714285714285,8.5,0,phishing
41,32,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,0.0,0.8536585365853658,0.14634146341463414,,0,phishing
36,27,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0.0,0.8333333333333334,0.16666666666666666,,0,legitimate
72,24,41,0,0,2,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,2,0.0,0.7916666666666666,0.20833333333333334,19.0,0,legitimate
68,42,19,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,11,48,0,0,2,0.16176470588235295,0.7058823529411765,0.1323529411764706,8.5,0,phishing
163,14,32,0,0,4,9,0,3,1,1,2,0,0,0,0,0,0,0,1,65,75,0,0,1,0.3987730061349693,0.4601226993865031,0.1411042944785276,31.0,0,phishing
26,18,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.7692307692307693,0.23076923076923078,,0,legitimate
64,17,40,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,22,35,0,0,2,0.34375,0.546875,0.109375,19.0,0,phishing
36,28,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,9,19,0,0,0,0.25,0.5277777777777778,0.2222222222222222,,0,phishing
61,14,40,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,4,0.0,0.8360655737704918,0.16393442622950818,9.0,0,phishing
66,17,15,25,0,2,0,0,4,1,0,0,0,0,0,1,0,0,1,1,14,43,1,0,2,0.21212121212121213,0.6515151515151515,0.13636363636363635,6.5,0,legitimate
35,26,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0.0,0.8285714285714286,0.17142857142857143,,0,legitimate
113,24,82,0,0,5,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,94,0,0,8,0.0,0.831858407079646,0.168141592920354,9.25,0,phishing
41,34,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.7804878048780488,0.21951219512195122,0.0,0,legitimate
23,12,4,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.6956521739130435,0.30434782608695654,3.0,0,legitimate
31,24,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.8064516129032258,0.1935483870967742,0.0,0,legitimate
84,30,47,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,5,0.0,0.8571428571428571,0.14285714285714285,8.4,0,phishing
29,17,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0.0,0.7931034482758621,0.20689655172413793,4.0,0,phishing
98,26,65,0,0,2,2,0,9,0,0,0,0,0,0,0,0,0,0,1,29,55,0,0,6,0.29591836734693877,0.5612244897959183,0.14285714285714285,9.666666666666666,0,phishing
15,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.7333333333333333,0.26666666666666666,0.0,0,legitimate
65,22,36,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2,0.0,0.8307692307692308,0.16923076923076924,17.0,0,legitimate
131,27,87,8,0,2,1,4,7,1,0,0,0,0,0,1,0,0,1,1,4,108,1,0,5,0.030534351145038167,0.8244274809160306,0.1450381679389313,16.4,0,phishing
50,23,19,0,0,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,2,0.0,0.84,0.16,8.5,0,legitimate
51,32,12,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,1,0.0,0.8627450980392157,0.13725490196078433,10.0,0,phishing
45,11,26,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,1,6,30,0,0,3,0.13333333333333333,0.6666666666666666,0.2,7.666666666666667,0,legitimate
159,14,51,86,0,2,0,0,8,2,0,1,0,0,0,0,0,0,1,1,43,100,2,0,6,0.27044025157232704,0.6289308176100629,0.10062893081761007,7.5,0,phishing
44,22,14,0,0,2,1,0,4,0,0,0,0,0,0,1,0,0,0,1,10,26,0,0,1,0.22727272727272727,0.5909090909090909,0.18181818181818182,12.0,0,phishing
103,19,4,71,0,3,1,0,4,1,1,0,0,0,0,1,0,0,1,1,8,83,1,0,1,0.07766990291262135,0.8058252427184466,0.11650485436893204,3.0,0,phishing
46,20,19,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,3,0.0,0.782608695652174,0.21739130434782608,5.333333333333333,0,phishing
45,16,21,0,0,2,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,2,0.0,0.8222222222222222,0.17777777777777778,9.5,0,legitimate
51,26,18,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,2,0.0,0.8235294117647058,0.17647058823529413,7.5,0,phishing
38,19,12,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,0.0,0.7894736842105263,0.21052631578947367,5.0,0,phishing
81,27,47,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,23,50,0,0,3,0.2839506172839506,0.6172839506172839,0.09876543209876543,14.666666666666666,0,phishing
112,31,74,0,0,2,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,2,0.0,0.8482142857142857,0.15178571428571427,36.0,0,legitimate
39,16,15,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,2,0.0,0.8205128205128205,0.1794871794871795,6.5,0,phishing
99,15,76,0,0,2,2,2,7,0,0,0,0,0,0,1,0,0,0,1,8,77,0,0,5,0.08080808080808081,0.7777777777777778,0.1414141414141414,14.2,0,phishing
45,27,10,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,1,0.0,0.8444444444444444,0.15555555555555556,9.0,0,legitimate
60,35,18,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,1,2,47,0,0,2,0.03333333333333333,0.7833333333333333,0.18333333333333332,8.0,0,phishing
74,19,48,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,1,6,51,0,0,8,0.08108108108108109,0.6891891891891891,0.22972972972972974,5.0,0,legitimate
61,18,36,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2,0.0,0.819672131147541,0.18032786885245902,17.0,0,legitimate
40,32,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,0,1,5,28,0,0,0,0.125,0.7,0.175,0.0,0,phishing
52,24,21,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,42,0,0,2,0.038461538461538464,0.8076923076923077,0.15384615384615385,9.5,0,phishing
88,24,33,0,22,7,1,0,4,0,1,0,0,0,0,1,0,1,0,0,0,73,0,1,2,0.0,0.8295454545454546,0.17045454545454544,15.5,0,phishing
74,12,27,27,0,2,0,0,4,1,0,0,0,0,0,0,0,0,1,1,2,62,1,0,2,0.02702702702702703,0.8378378378378378,0.13513513513513514,12.5,0,legitimate
46,16,23,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,3,34,0,0,2,0.06521739130434782,0.7391304347826086,0.1956521739130435,10.5,0,legitimate
54,17,30,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,0.0,0.8518518518518519,0.14814814814814814,14.0,0,legitimate
54,21,26,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,3,0.0,0.8333333333333334,0.16666666666666666,7.333333333333333,0,phishing
38,16,14,0,0,2,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,2,0.0,0.7894736842105263,0.21052631578947367,6.0,0,legitimate
67,15,45,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,0.0,0.835820895522388,0.16417910447761194,14.0,0,legitimate
62,13,42,0,0,5,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,5,0.0,0.7741935483870968,0.22580645161290322,7.4,0,phishing
59,17,35,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4,45,0,0,4,0.06779661016949153,0.7627118644067796,0.1694915254237288,7.75,0,phishing
57,38,11,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,48,0,0,1,0.017543859649122806,0.8421052631578947,0.14035087719298245,10.0,0,phishing
32,12,13,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0.0,0.78125,0.21875,11.0,0,legitimate
46,25,14,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,2,0.0,0.8260869565217391,0.17391304347826086,5.5,0,phishing
37,16,13,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,2,0.0,0.8108108108108109,0.1891891891891892,5.5,0,legitimate
36,29,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0.027777777777777776,0.8333333333333334,0.1388888888888889,0.0,0,phishing
52,18,27,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,2,40,0,0,5,0.038461538461538464,0.7692307692307693,0.19230769230769232,4.4,0,phishing
32,24,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,8,18,0,0,0,0.25,0.5625,0.1875,,0,phishing
34,11,15,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,1,0.0,0.8529411764705882,0.14705882352941177,14.0,0,legitimate
27,19,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.7407407407407407,0.25925925925925924,,0,legitimate
92,22,63,0,0,2,1,0,8,0,0,0,0,0,0,0,0,0,0,1,28,52,0,0,5,0.30434782608695654,0.5652173913043478,0.13043478260869565,11.4,0,phishing
102,12,83,0,0,2,7,0,7,0,0,0,0,0,0,0,0,0,0,1,6,79,0,0,4,0.058823529411764705,0.7745098039215687,0.16666666666666666,19.5,0,legitimate
32,23,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0.0,0.8125,0.1875,,0,legitimate
29,20,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0.0,0.7931034482758621,0.20689655172413793,,0,legitimate
119,24,60,27,0,4,1,2,9,0,0,0,0,0,0,0,0,0,1,1,1,100,1,0,7,0.008403361344537815,0.8403361344537815,0.15126050420168066,7.571428571428571,0,phishing
59,21,30,0,0,2,0,0,6,0,0,0,0,0,0,1,0,0,0,1,4,46,0,0,4,0.06779661016949153,0.7796610169491526,0.15254237288135594,6.5,0,legitimate
54,19,28,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0.0,0.8518518518518519,0.14814814814814814,27.0,0,legitimate
151,10,134,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,0,1,41,101,0,0,1,0.271523178807947,0.6688741721854304,0.059602649006622516,133.0,0,phishing
84,25,52,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,1,3,67,0,0,3,0.03571428571428571,0.7976190476190477,0.16666666666666666,16.333333333333332,0,legitimate
55,10,38,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,4,0.0,0.8,0.2,8.5,0,phishing
18,9,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0.0,0.7222222222222222,0.2777777777777778,,0,legitimate
39,16,15,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,1,0.0,0.8461538461538461,0.15384615384615385,14.0,0,legitimate
28,19,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0.0,0.75,0.25,,0,legitimate
32,16,9,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.75,0.25,8.0,0,legitimate
16,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.75,0.25,0.0,0,legitimate
23,12,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0.0,0.7391304347826086,0.2608695652173913,2.0,0,phishing
29,21,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.7586206896551724,0.2413793103448276,,0,legitimate
29,20,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0.0,0.7931034482758621,0.20689655172413793,,0,phishing
41,15,18,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,2,0.0,0.8292682926829268,0.17073170731707318,8.0,0,legitimate
22,6,8,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,4,13,0,0,1,0.18181818181818182,0.5909090909090909,0.22727272727272727,7.0,0,phishing
52,14,31,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,40,0,0,3,0.038461538461538464,0.7692307692307693,0.19230769230769232,9.333333333333334,0,phishing
38,20,11,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,27,0,0,3,0.02631578947368421,0.7105263157894737,0.2631578947368421,2.3333333333333335,0,phishing
30,21,1,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0.0,0.7666666666666667,0.23333333333333334,,0,legitimate
76,50,19,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,1,8,58,0,0,2,0.10526315789473684,0.7631578947368421,0.13157894736842105,8.5,0,phishing
430,13,10,399,0,24,0,18,21,10,1,9,0,0,0,0,0,0,1,1,17,314,10,0,2,0.03953488372093023,0.7302325581395349,0.2302325581395349,4.0,0,phishing
37,19,11,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0.0,0.8378378378378378,0.16216216216216217,10.0,0,legitimate
73,23,43,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,1,5,56,0,0,1,0.0684931506849315,0.7671232876712328,0.1643835616438356,42.0,0,legitimate
56,15,34,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,6,39,0,0,2,0.10714285714285714,0.6964285714285714,0.19642857142857142,15.5,0,phishing
70,13,49,0,0,1,7,0,5,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0,3,0.0,0.8,0.2,15.333333333333334,0,legitimate
70,20,43,0,0,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,3,0.0,0.8571428571428571,0.14285714285714285,13.333333333333334,0,phishing
52,19,26,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,1,4,39,0,0,3,0.07692307692307693,0.75,0.17307692307692307,7.666666666666667,0,legitimate
31,22,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0.0,0.7741935483870968,0.22580645161290322,,0,legitimate
90,19,63,0,0,4,0,0,6,0,0,0,0,0,0,1,0,0,0,1,22,57,0,0,4,0.24444444444444444,0.6333333333333333,0.12222222222222222,14.75,0,phishing
45,15,23,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,7,29,0,0,3,0.15555555555555556,0.6444444444444445,0.2,6.666666666666667,0,legitimate
55,20,28,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,2,44,0,0,2,0.03636363636363636,0.8,0.16363636363636364,13.0,0,legitimate
65,12,46,0,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,1,5,48,0,0,3,0.07692307692307693,0.7384615384615385,0.18461538461538463,14.0,0,phishing
41,33,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,3,31,0,0,0,0.07317073170731707,0.7560975609756098,0.17073170731707318,,0,phishing
71,25,26,11,0,2,1,1,4,1,0,0,0,0,0,1,0,0,1,1,12,48,1,0,2,0.16901408450704225,0.676056338028169,0.15492957746478872,12.0,0,phishing
83,16,46,12,0,2,0,0,7,1,0,0,0,0,0,1,0,0,1,1,6,65,1,0,4,0.07228915662650602,0.7831325301204819,0.14457831325301204,10.5,0,phishing
73,18,48,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,25,40,0,0,2,0.3424657534246575,0.547945205479452,0.1095890410958904,22.5,0,phishing
44,30,7,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,9,27,0,0,1,0.20454545454545456,0.6136363636363636,0.18181818181818182,6.0,0,phishing
114,16,14,76,0,4,1,0,8,1,0,0,0,0,0,0,0,0,1,1,6,91,1,0,2,0.05263157894736842,0.7982456140350878,0.14912280701754385,6.0,0,phishing
127,50,19,49,0,4,1,2,4,3,0,2,0,0,0,1,0,0,1,1,20,89,3,0,2,0.15748031496062992,0.7007874015748031,0.14173228346456693,8.5,0,phishing
99,20,4,67,0,4,0,0,4,1,1,0,0,0,0,0,0,0,1,1,7,80,1,0,1,0.0707070707070707,0.8080808080808081,0.12121212121212122,3.0,0,phishing
56,20,29,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,4,0.0,0.8035714285714286,0.19642857142857142,6.0,0,phishing
51,17,26,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,2,0.0,0.8431372549019608,0.1568627450980392,12.0,0,legitimate
51,14,30,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2,0.0,0.803921568627451,0.19607843137254902,14.0,0,phishing
40,24,8,0,0,2,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,2,0.0,0.775,0.225,2.5,0,legitimate
33,14,12,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0.0,0.696969696969697,0.30303030303030304,2.6666666666666665,0,phishing
88,20,60,0,0,2,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,74,0,0,3,0.0,0.8409090909090909,0.1590909090909091,18.666666666666668,0,legitimate
122,18,96,0,0,2,0,13,5,0,0,0,0,0,0,1,0,0,0,1,6,95,0,0,3,0.04918032786885246,0.7786885245901639,0.1721311475409836,31.0,0,legitimate
53,20,26,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,2,0.0,0.8490566037735849,0.1509433962264151,12.0,0,legitimate
46,37,1,0,0,6,1,0,3,0,0,0,0,0,0,1,0,0,0,1,4,31,0,0,0,0.08695652173913043,0.6739130434782609,0.2391304347826087,,0,phishing
36,29,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.8611111111111112,0.1388888888888889,0.0,0,phishing
31,23,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.8064516129032258,0.1935483870967742,,0,legitimate
48,16,24,0,0,2,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,3,0.0,0.7708333333333334,0.22916666666666666,6.666666666666667,0,legitimate
101,6,39,47,0,2,0,0,5,3,0,2,0,0,0,1,0,0,1,0,0,87,3,0,3,0.0,0.8613861386138614,0.13861386138613863,12.0,0,phishing
41,19,15,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0.0,0.8048780487804879,0.1951219512195122,6.5,0,legitimate
43,35,1,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,31,0,0,0,0.09302325581395349,0.7209302325581395,0.18604651162790697,,0,phishing
15,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.7333333333333333,0.26666666666666666,0.0,0,legitimate
42,10,25,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,1,3,29,0,0,1,0.07142857142857142,0.6904761904761905,0.23809523809523808,24.0,0,legitimate
51,15,29,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0.0,0.8235294117647058,0.17647058823529413,27.0,0,legitimate
48,27,14,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,0.0,0.7708333333333334,0.22916666666666666,6.0,0,phishing
49,19,23,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2,0.0,0.8367346938775511,0.16326530612244897,10.0,0,legitimate
25,13,1,2,0,1,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,17,1,0,0,0.0,0.68,0.32,,0,phishing
49,15,26,0,0,2,2,0,5,0,0,0,0,0,0,1,0,0,0,1,1,38,0,0,3,0.02040816326530612,0.7755102040816326,0.20408163265306123,7.666666666666667,0,legitimate
48,25,16,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,39,0,0,1,0.020833333333333332,0.8125,0.16666666666666666,15.0,0,legitimate
108,25,29,46,0,4,1,0,6,0,1,0,0,0,0,0,0,0,1,1,4,89,1,0,4,0.037037037037037035,0.8240740740740741,0.1388888888888889,6.25,0,phishing
39,20,12,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.8205128205128205,0.1794871794871795,10.0,0,phishing
80,20,53,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,3,0.0,0.8375,0.1625,16.666666666666668,0,legitimate
36,17,12,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0.0,0.8055555555555556,0.19444444444444445,11.0,0,legitimate
28,19,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0.0,0.75,0.25,,0,legitimate
33,14,11,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,25,0,0,1,0.06060606060606061,0.7575757575757576,0.18181818181818182,10.0,0,phishing
23,14,1,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0.0,0.6956521739130435,0.30434782608695654,,0,legitimate
77,18,51,0,0,2,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,65,0,0,2,0.0,0.8441558441558441,0.15584415584415584,24.5,0,legitimate
342,19,315,0,0,5,6,0,5,4,1,5,0,0,0,1,0,0,0,1,142,163,0,0,3,0.4152046783625731,0.4766081871345029,0.10818713450292397,104.0,0,phishing
38,29,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0,1,5,26,0,0,0,0.13157894736842105,0.6842105263157895,0.18421052631578946,,0,phishing
73,22,44,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,2,0.0,0.8356164383561644,0.1643835616438356,21.0,0,legitimate
33,15,10,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,2,0.0,0.7878787878787878,0.21212121212121213,4.0,0,legitimate
67,17,43,0,0,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,4,0.0,0.8208955223880597,0.1791044776119403,9.75,0,phishing
